matchID,Win,OpponentsTeam1,OpponentsTeam2,OpponentsTeam3,OpponentsTeam4,OpponentsTeam5,OpponentsTeam6,OpponentBrought1,OpponentBrought2,OpponentBrought3,OpponentBrought4
697723227,0,Salamence,Volcarona,Tapu Fini,Excadrill,Tyranitar,Amoonguss,Salamence,Tapu Fini,Excadrill,Tyranitar
697723227,1,Tapu Lele,Tyranitar,Zapdos,Metagross,Amoonguss,Landorus,Zapdos,Metagross,Amoonguss,Landorus
697752357,0,Charizard,Tapu Koko,Cresselia,Landorus,Kartana,Snorlax,Charizard,Cresselia,Landorus,Snorlax
697752357,1,Gengar,Whimsicott,Kartana,Tapu Bulu,Kommo-o,Heatran,Gengar,Whimsicott,Tapu Bulu,Heatran
698674548,1,Gengar,Whimsicott,Tapu Bulu,Heatran,Kommo-o,Kartana,Gengar,Tapu Bulu,Heatran,Kartana
698674548,0,Tapu Fini,Kangaskhan,Landorus,Heatran,Cresselia,Kartana,Tapu Fini,Kangaskhan,Heatran,Cresselia
698666309,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,unknown
698666309,0,Amoonguss,Landorus,Zapdos,Metagross,Tapu Lele,Tyranitar,Landorus,Zapdos,Metagross,Tapu Lele
699199019,0,Metagross,Zapdos,Landorus,Tapu Lele,Gastrodon,Tyranitar,Metagross,Zapdos,Landorus,Tapu Lele
699199019,1,Whimsicott,Landorus,Terrakion,Amoonguss,Charizard,Tapu Lele,Whimsicott,Landorus,Terrakion,Tapu Lele
698277333,0,Charizard,Tapu Fini,Togedemaru,Cresselia,Landorus,Snorlax,Charizard,Cresselia,Landorus,Snorlax
698277333,1,Salamence,Tapu Koko,Landorus,Cresselia,Heatran,Tapu Bulu,Landorus,Cresselia,Heatran,Tapu Bulu
699206392,0,Metagross,Tyranitar,Tapu Fini,Tapu Bulu,Volcarona,Persian,Tyranitar,Tapu Bulu,Volcarona,Persian
699206392,1,Cresselia,Charizard,Tapu Koko,Kartana,Landorus,Tyranitar,Cresselia,Charizard,Tapu Koko,Kartana
698204411,0,Tapu Lele,Metagross,Zapdos,Landorus,Tyranitar,Amoonguss,Tapu Lele,Metagross,Zapdos,Landorus
698204411,1,Metagross,Zapdos,Tapu Lele,Amoonguss,Tyranitar,Landorus,Metagross,Zapdos,Tapu Lele,Landorus
699159623,0,Scrafty,Volcarona,Greninja,Landorus,Kartana,Kangaskhan,Scrafty,Greninja,Kartana,Kangaskhan
699159623,1,Charizard,Landorus,Tapu Koko,Kartana,Snorlax,Cresselia,Charizard,Tapu Koko,Snorlax,Cresselia
699148728,1,Charizard,Kartana,Tapu Fini,Amoonguss,Landorus,Kommo-o,Charizard,Kartana,Tapu Fini,Landorus
699148728,0,Venusaur,Arcanine,Tapu Fini,Celesteela,Landorus,Tyranitar,Venusaur,Arcanine,Celesteela,Landorus
698646968,0,Charizard,Raichu,Kommo-o,Landorus,Gothitelle,Snorlax,Charizard,Raichu,Landorus,Snorlax
698646968,1,Cresselia,Tapu Fini,Tapu Koko,Landorus,Volcarona,Metagross,Cresselia,Tapu Fini,Landorus,unknown
699149951,0,Thundurus,Landorus,Mimikyu,Snorlax,Tapu Fini,Salamence,Landorus,Mimikyu,Snorlax,Salamence
699149951,1,Gothitelle,Mawile,Tapu Bulu,Incineroar,Ludicolo,Politoed,Mawile,Ludicolo,Politoed,unknown
698684366,0,Tapu Koko,Metagross,Incineroar,Togekiss,Azumarill,Landorus,Incineroar,Togekiss,Azumarill,Landorus
698684366,1,Snorlax,Manectric,Tapu Fini,Incineroar,Gothitelle,Tyranitar,Manectric,Tapu Fini,Incineroar,Gothitelle
698277589,1,Salamence,Tapu Koko,Landorus,Cresselia,Heatran,Tapu Bulu,Cresselia,Heatran,Tapu Bulu,unknown
698277589,0,Charizard,Tapu Fini,Togedemaru,Cresselia,Landorus,Snorlax,Charizard,Tapu Fini,Cresselia,Landorus
698844296,0,Gengar,Volcarona,Tapu Bulu,Tyranitar,Kommo-o,Hitmontop,Gengar,Volcarona,Kommo-o,Hitmontop
698844296,1,Incineroar,Gothitelle,Thundurus,Mawile,Politoed,Hydreigon,Thundurus,Mawile,Politoed,Hydreigon
698560031,0,Gengar,Whimsicott,Kommo-o,Tapu Bulu,Kartana,Heatran,Gengar,Whimsicott,Tapu Bulu,Heatran
698560031,1,Manectric,Tapu Fini,Landorus,Celesteela,Snorlax,Gothitelle,Manectric,Tapu Fini,Landorus,Celesteela
698694294,1,Smeargle,Crobat,Krookodile,Staraptor,Tapu Bulu,Lopunny,Crobat,Krookodile,Staraptor,unknown
698694294,0,Landorus,Zapdos,Amoonguss,Metagross,Tapu Fini,Tyranitar,Landorus,Metagross,Tapu Fini,Tyranitar
697664059,1,Tapu Fini,Landorus,Incineroar,Aegislash,Kartana,Latias,Incineroar,Aegislash,Kartana,Latias
697664059,0,Charizard,Tapu Koko,Kartana,Porygon2,Tyranitar,Landorus,Charizard,Tapu Koko,Porygon2,Tyranitar
699535044,1,Tapu Lele,Zapdos,Metagross,Landorus,Tyranitar,Amoonguss,Zapdos,Metagross,Landorus,Amoonguss
699535044,0,Metagross,Tapu Lele,Zapdos,Landorus,Breloom,Tyranitar,Metagross,Tapu Lele,Zapdos,Tyranitar
697722136,1,Latias,Landorus,Heatran,Scrafty,Tapu Koko,Kartana,Latias,Landorus,Heatran,Scrafty
697722136,0,Reuniclus,Camerupt,Stakataka,Staraptor,Tapu Bulu,Mimikyu,Camerupt,Stakataka,Staraptor,Mimikyu
698246162,1,Gengar,Whimsicott,Tapu Bulu,Kartana,Kommo-o,Heatran,Gengar,Whimsicott,Kommo-o,Heatran
698246162,0,Salamence,Landorus,Amoonguss,Azumarill,Aegislash,Tapu Koko,Salamence,Landorus,Aegislash,Tapu Koko
699041639,0,Salamence,Aegislash,Tyranitar,Cresselia,Tapu Fini,Amoonguss,Salamence,Aegislash,Tyranitar,Tapu Fini
699041639,1,Tapu Fini,Tyranitar,Aegislash,Venusaur,Landorus,Zapdos,Tapu Fini,Tyranitar,Aegislash,Landorus
698645228,0,Mimikyu,Reuniclus,Staraptor,Camerupt,Tapu Bulu,Stakataka,Reuniclus,Staraptor,Camerupt,Tapu Bulu
698645228,1,Charizard,Scrafty,Cresselia,Landorus,Aegislash,Tapu Koko,Scrafty,Cresselia,Landorus,Aegislash
697664163,1,Tapu Fini,Landorus,Incineroar,Aegislash,Kartana,Latias,Landorus,Incineroar,Kartana,Latias
697664163,0,Charizard,Tapu Koko,Kartana,Porygon2,Tyranitar,Landorus,Charizard,Tapu Koko,Porygon2,Tyranitar
698211854,0,Tapu Bulu,Camerupt,Snorlax,Staraptor,Mimikyu,Reuniclus,Camerupt,Snorlax,Staraptor,Mimikyu
698211854,1,Tapu Fini,Latias,Kangaskhan,Volcarona,Landorus,Aegislash,Kangaskhan,Landorus,Aegislash,unknown
698797792,1,Metagross,Landorus,Amoonguss,Tapu Fini,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Zapdos
698797792,0,Marowak,Tapu Fini,Raikou,Kangaskhan,Landorus,Kartana,Marowak,Tapu Fini,Kangaskhan,Kartana
699235340,0,Charizard,Landorus,Porygon2,Tyranitar,Kartana,Tapu Koko,Charizard,Landorus,Porygon2,Tyranitar
699235340,1,Gothitelle,Snorlax,Manectric,Celesteela,Tapu Fini,Landorus,Snorlax,Manectric,Tapu Fini,Landorus
699109255,1,Tyranitar,Excadrill,Celesteela,Tapu Lele,Salamence,Milotic,Tyranitar,Excadrill,Tapu Lele,Salamence
699109255,0,Incineroar,Gothitelle,Tapu Koko,Politoed,Ludicolo,Mawile,Tapu Koko,Politoed,Ludicolo,Mawile
698203855,1,Tapu Koko,Landorus,Scrafty,Latias,Gothitelle,Snorlax,Tapu Koko,Scrafty,Gothitelle,Snorlax
698203855,0,Salamence,Aegislash,Amoonguss,Tapu Fini,Tyranitar,Pheromosa,Salamence,Aegislash,Amoonguss,Pheromosa
699029470,0,Lopunny,Aegislash,Tapu Fini,Zapdos,Naganadel,Garchomp,Lopunny,Aegislash,Zapdos,Garchomp
699029470,1,Cresselia,Heatran,Venusaur,Landorus,Kangaskhan,Tapu Fini,Cresselia,Heatran,Landorus,Kangaskhan
697723643,1,Tapu Lele,Tyranitar,Zapdos,Metagross,Amoonguss,Landorus,Tapu Lele,Metagross,Amoonguss,Landorus
697723643,0,Salamence,Volcarona,Tapu Fini,Excadrill,Tyranitar,Amoonguss,Salamence,Volcarona,Excadrill,Tyranitar
698927331,1,Charizard,Tapu Koko,Kommo-o,Landorus,Cresselia,Snorlax,Charizard,Tapu Koko,Cresselia,Snorlax
698927331,0,Kangaskhan,Landorus,Tapu Fini,Heatran,Tapu Koko,Aegislash,Kangaskhan,Landorus,Heatran,Tapu Koko
699199488,0,Whimsicott,Landorus,Terrakion,Amoonguss,Charizard,Tapu Lele,Whimsicott,Terrakion,Charizard,Tapu Lele
699199488,1,Metagross,Zapdos,Landorus,Tapu Lele,Gastrodon,Tyranitar,Metagross,Zapdos,Landorus,Tapu Lele
698147282,0,Conkeldurr,Cresselia,Azumarill,Heatran,Kangaskhan,Tapu Koko,Conkeldurr,Azumarill,Kangaskhan,Tapu Koko
698147282,1,Raichu,Tapu Koko,Landorus,Charizard,Azumarill,Smeargle,Raichu,Tapu Koko,Landorus,Charizard
699150312,0,Thundurus,Landorus,Mimikyu,Snorlax,Tapu Fini,Salamence,Thundurus,Landorus,Mimikyu,Snorlax
699150312,1,Gothitelle,Mawile,Tapu Bulu,Incineroar,Ludicolo,Politoed,Mawile,Ludicolo,Politoed,unknown
699531440,0,Tapu Lele,Zapdos,Metagross,Landorus,Tyranitar,Amoonguss,Tapu Lele,Metagross,Landorus,Amoonguss
699531440,1,Metagross,Tapu Lele,Zapdos,Landorus,Breloom,Tyranitar,Metagross,Tapu Lele,Zapdos,Breloom
699170900,0,Tapu Koko,Metagross,Landorus,Ferrothorn,Incineroar,Porygon2,Tapu Koko,Metagross,Incineroar,Porygon2
699170900,1,Tapu Koko,Kartana,Tapu Fini,Camerupt,Scrafty,Porygon2,Tapu Fini,Camerupt,Scrafty,Porygon2
698674687,0,Gengar,Whimsicott,Tapu Bulu,Heatran,Kommo-o,Kartana,Gengar,Whimsicott,Tapu Bulu,Kartana
698674687,1,Tapu Fini,Kangaskhan,Landorus,Heatran,Cresselia,Kartana,Kangaskhan,Heatran,Cresselia,unknown
698146836,0,Conkeldurr,Cresselia,Azumarill,Heatran,Kangaskhan,Tapu Koko,Conkeldurr,Azumarill,Kangaskhan,Tapu Koko
698146836,1,Raichu,Tapu Koko,Landorus,Charizard,Azumarill,Smeargle,Raichu,Landorus,Azumarill,Smeargle
699206196,1,Metagross,Tyranitar,Tapu Fini,Tapu Bulu,Volcarona,Persian,Tyranitar,Tapu Bulu,Volcarona,Persian
699206196,0,Cresselia,Charizard,Tapu Koko,Kartana,Landorus,Tyranitar,Cresselia,Charizard,Landorus,Tyranitar
698647732,0,Cresselia,Tapu Fini,Tapu Koko,Landorus,Volcarona,Metagross,Cresselia,Tapu Fini,Landorus,Metagross
698647732,1,Charizard,Raichu,Kommo-o,Landorus,Gothitelle,Snorlax,Raichu,Landorus,Gothitelle,Snorlax
698644946,0,Mimikyu,Reuniclus,Staraptor,Camerupt,Tapu Bulu,Stakataka,Mimikyu,Staraptor,Camerupt,Tapu Bulu
698644946,1,Charizard,Scrafty,Cresselia,Landorus,Aegislash,Tapu Koko,Scrafty,Cresselia,Landorus,Aegislash
697722440,1,Latias,Landorus,Heatran,Scrafty,Tapu Koko,Kartana,Latias,Landorus,Heatran,Scrafty
697722440,0,Reuniclus,Camerupt,Stakataka,Staraptor,Tapu Bulu,Mimikyu,Camerupt,Staraptor,Tapu Bulu,Mimikyu
699244645,1,Azumarill,Clefairy,Tyranitar,Excadrill,Salamence,Thundurus,Clefairy,Tyranitar,Excadrill,Salamence
699244645,0,Bisharp,Landorus,Zapdos,Tapu Lele,Blaziken,Gastrodon,Landorus,Zapdos,Blaziken,Gastrodon
698130807,1,Kommo-o,Gengar,Kartana,Scrafty,Volcarona,Sableye,Gengar,Kartana,Scrafty,Sableye
698130807,0,Latias,Landorus,Gothitelle,Tapu Koko,Snorlax,Scrafty,Latias,Landorus,Tapu Koko,Scrafty
699256149,1,Charizard,Landorus,Kartana,Tapu Koko,Cresselia,Snorlax,Charizard,Landorus,Tapu Koko,Snorlax
699256149,0,Manectric,Landorus,Tapu Fini,Gothitelle,Celesteela,Snorlax,Manectric,Landorus,Tapu Fini,Gothitelle
698682428,1,Kabutops,Pelipper,Landorus,Aegislash,Manectric,Tsareena,Pelipper,Landorus,Manectric,unknown
698682428,0,Heatran,Gyarados,Tapu Bulu,Cresselia,Tapu Koko,Tyranitar,Gyarados,Cresselia,Tapu Koko,Tyranitar
698211633,0,Tapu Bulu,Camerupt,Snorlax,Staraptor,Mimikyu,Reuniclus,Camerupt,Snorlax,Staraptor,Mimikyu
698211633,1,Tapu Fini,Latias,Kangaskhan,Volcarona,Landorus,Aegislash,Kangaskhan,Landorus,Aegislash,unknown
699199184,1,Metagross,Zapdos,Landorus,Tapu Lele,Gastrodon,Tyranitar,Metagross,Landorus,unknown,unknown
699199184,0,Whimsicott,Landorus,Terrakion,Amoonguss,Charizard,Tapu Lele,Whimsicott,Landorus,Terrakion,Charizard
698559640,1,Gengar,Whimsicott,Kommo-o,Tapu Bulu,Kartana,Heatran,Gengar,Whimsicott,Tapu Bulu,Heatran
698559640,0,Manectric,Tapu Fini,Landorus,Celesteela,Snorlax,Gothitelle,Manectric,Tapu Fini,Landorus,Celesteela
699235209,0,Charizard,Landorus,Porygon2,Tyranitar,Kartana,Tapu Koko,Charizard,Landorus,Porygon2,Tyranitar
699235209,1,Gothitelle,Snorlax,Manectric,Celesteela,Tapu Fini,Landorus,Snorlax,Manectric,Tapu Fini,Landorus
699244268,1,Azumarill,Clefairy,Tyranitar,Excadrill,Salamence,Thundurus,Clefairy,Tyranitar,Excadrill,Salamence
699244268,0,Bisharp,Landorus,Zapdos,Tapu Lele,Blaziken,Gastrodon,Bisharp,Landorus,Tapu Lele,Gastrodon
698797545,1,Metagross,Landorus,Amoonguss,Tapu Fini,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Zapdos
698797545,0,Marowak,Tapu Fini,Raikou,Kangaskhan,Landorus,Kartana,Marowak,Tapu Fini,Kangaskhan,Kartana
699149103,0,Tyranitar,Excadrill,Clefairy,Azumarill,Salamence,Thundurus,Tyranitar,Clefairy,Azumarill,Salamence
699149103,1,Cresselia,Landorus,Heatran,Charizard,Amoonguss,Tapu Fini,Cresselia,Landorus,Charizard,Amoonguss
698666207,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Landorus,Aegislash,Tapu Fini,Kartana
698666207,0,Amoonguss,Landorus,Zapdos,Metagross,Tapu Lele,Tyranitar,Landorus,Zapdos,Metagross,Tapu Lele
698844195,0,Incineroar,Gothitelle,Thundurus,Mawile,Politoed,Hydreigon,Incineroar,Thundurus,Mawile,Hydreigon
698844195,1,Gengar,Volcarona,Tapu Bulu,Tyranitar,Kommo-o,Hitmontop,Gengar,Volcarona,Kommo-o,Hitmontop
698204590,0,Tapu Lele,Metagross,Zapdos,Landorus,Tyranitar,Amoonguss,Metagross,Zapdos,Landorus,Amoonguss
698204590,1,Metagross,Zapdos,Tapu Lele,Amoonguss,Tyranitar,Landorus,Metagross,Zapdos,Tapu Lele,Landorus
699109097,0,Tyranitar,Excadrill,Celesteela,Tapu Lele,Salamence,Milotic,Tyranitar,Excadrill,Celesteela,Milotic
699109097,1,Incineroar,Gothitelle,Tapu Koko,Politoed,Ludicolo,Mawile,Incineroar,Tapu Koko,Politoed,Ludicolo
699148572,1,Charizard,Kartana,Tapu Fini,Amoonguss,Landorus,Kommo-o,Charizard,Kartana,Tapu Fini,Landorus
699148572,0,Venusaur,Arcanine,Tapu Fini,Celesteela,Landorus,Tyranitar,Venusaur,Arcanine,Celesteela,Landorus
698647328,1,Charizard,Raichu,Kommo-o,Landorus,Gothitelle,Snorlax,Raichu,Landorus,Gothitelle,Snorlax
698647328,0,Cresselia,Tapu Fini,Tapu Koko,Landorus,Volcarona,Metagross,Cresselia,Tapu Fini,Landorus,Metagross
699114717,0,Charizard,Landorus,Floatzel,Tapu Fini,Cresselia,Shedinja,Charizard,Landorus,Tapu Fini,Cresselia
699114717,1,Salamence,Clefairy,Ferrothorn,Azumarill,Tapu Koko,Incineroar,Salamence,Clefairy,Azumarill,Tapu Koko
699240805,1,Tapu Koko,Charizard,Kartana,Landorus,Snorlax,Cresselia,Charizard,Kartana,Snorlax,Cresselia
699240805,0,Tyranitar,Landorus,Tapu Lele,Metagross,Zapdos,Gastrodon,Tyranitar,Landorus,Tapu Lele,Gastrodon
698125235,1,Metagross,Zapdos,Tapu Fini,Tyranitar,Landorus,Amoonguss,Metagross,Tapu Fini,Landorus,Amoonguss
698125235,0,Cresselia,Tapu Bulu,Heatran,Tyranitar,Landorus,Tapu Koko,Cresselia,Tapu Bulu,Heatran,Tapu Koko
698682152,1,Kabutops,Pelipper,Landorus,Aegislash,Manectric,Tsareena,Pelipper,Landorus,Aegislash,Manectric
698682152,0,Heatran,Gyarados,Tapu Bulu,Cresselia,Tapu Koko,Tyranitar,Gyarados,Tapu Bulu,Cresselia,Tyranitar
698965271,0,Cresselia,Snorlax,Ferrothorn,Landorus,Charizard,Tapu Fini,Cresselia,Snorlax,Ferrothorn,Landorus
698965271,1,Terrakion,Metagross,Whimsicott,Smeargle,Tapu Lele,Xurkitree,Terrakion,Metagross,Whimsicott,unknown
698694291,1,Landorus,Zapdos,Amoonguss,Metagross,Tapu Fini,Tyranitar,Landorus,Amoonguss,Metagross,Tapu Fini
698694291,0,Smeargle,Crobat,Krookodile,Staraptor,Tapu Bulu,Lopunny,Smeargle,Crobat,Krookodile,unknown
699170780,0,Tapu Koko,Kartana,Tapu Fini,Camerupt,Scrafty,Porygon2,Tapu Fini,Camerupt,Scrafty,Porygon2
699170780,1,Tapu Koko,Metagross,Landorus,Ferrothorn,Incineroar,Porygon2,Tapu Koko,Metagross,Incineroar,Porygon2
698211507,1,Tapu Bulu,Camerupt,Snorlax,Staraptor,Mimikyu,Reuniclus,Camerupt,Snorlax,Staraptor,Mimikyu
698211507,0,Tapu Fini,Latias,Kangaskhan,Volcarona,Landorus,Aegislash,Tapu Fini,Latias,Kangaskhan,Volcarona
698844387,0,Incineroar,Gothitelle,Thundurus,Mawile,Politoed,Hydreigon,Thundurus,Mawile,Politoed,Hydreigon
698844387,1,Gengar,Volcarona,Tapu Bulu,Tyranitar,Kommo-o,Hitmontop,Gengar,Volcarona,Kommo-o,Hitmontop
698277706,0,Salamence,Tapu Koko,Landorus,Cresselia,Heatran,Tapu Bulu,Landorus,Cresselia,Heatran,Tapu Bulu
698277706,1,Charizard,Tapu Fini,Togedemaru,Cresselia,Landorus,Snorlax,Tapu Fini,Cresselia,Landorus,Snorlax
699148605,1,Cresselia,Landorus,Heatran,Charizard,Amoonguss,Tapu Fini,Cresselia,Landorus,Charizard,Amoonguss
699148605,0,Tyranitar,Excadrill,Clefairy,Azumarill,Salamence,Thundurus,Tyranitar,Azumarill,Salamence,Thundurus
699159457,0,Scrafty,Volcarona,Greninja,Landorus,Kartana,Kangaskhan,Scrafty,Volcarona,Greninja,Kangaskhan
699159457,1,Charizard,Landorus,Tapu Koko,Kartana,Snorlax,Cresselia,Tapu Koko,Snorlax,Cresselia,unknown
698965416,1,Cresselia,Snorlax,Ferrothorn,Landorus,Charizard,Tapu Fini,Cresselia,Snorlax,Ferrothorn,Landorus
698965416,0,Terrakion,Metagross,Whimsicott,Smeargle,Tapu Lele,Xurkitree,Terrakion,Metagross,Smeargle,Xurkitree
699159332,1,Scrafty,Volcarona,Greninja,Landorus,Kartana,Kangaskhan,Scrafty,Volcarona,Greninja,Kangaskhan
699159332,0,Charizard,Landorus,Tapu Koko,Kartana,Snorlax,Cresselia,Charizard,Landorus,Tapu Koko,Kartana
697509545,1,Camerupt,Scrafty,Tapu Koko,Tapu Bulu,Porygon2,Metagross,Camerupt,Tapu Koko,Tapu Bulu,Porygon2
697509545,0,Tyranitar,Metagross,Landorus,Zapdos,Amoonguss,Tapu Fini,Metagross,Landorus,Amoonguss,Tapu Fini
699114824,1,Salamence,Clefairy,Ferrothorn,Azumarill,Tapu Koko,Incineroar,Salamence,Clefairy,Azumarill,Tapu Koko
699114824,0,Charizard,Landorus,Floatzel,Tapu Fini,Cresselia,Shedinja,Charizard,Landorus,Tapu Fini,Cresselia
697752228,0,Charizard,Tapu Koko,Cresselia,Landorus,Kartana,Snorlax,Charizard,Cresselia,Landorus,Snorlax
697752228,1,Gengar,Whimsicott,Kartana,Tapu Bulu,Kommo-o,Heatran,Gengar,Whimsicott,Tapu Bulu,Heatran
699244475,0,Azumarill,Clefairy,Tyranitar,Excadrill,Salamence,Thundurus,Clefairy,Tyranitar,Excadrill,Salamence
699244475,1,Bisharp,Landorus,Zapdos,Tapu Lele,Blaziken,Gastrodon,Landorus,Tapu Lele,Blaziken,Gastrodon
698684148,1,Tapu Koko,Metagross,Incineroar,Togekiss,Azumarill,Landorus,Incineroar,Togekiss,Azumarill,Landorus
698684148,0,Snorlax,Manectric,Tapu Fini,Incineroar,Gothitelle,Tyranitar,Snorlax,Manectric,Incineroar,Gothitelle
699240912,0,Tyranitar,Landorus,Tapu Lele,Metagross,Zapdos,Gastrodon,Tyranitar,Landorus,Tapu Lele,Gastrodon
699240912,1,Tapu Koko,Charizard,Kartana,Landorus,Snorlax,Cresselia,Charizard,Kartana,Cresselia,unknown
698965494,0,Cresselia,Snorlax,Ferrothorn,Landorus,Charizard,Tapu Fini,Cresselia,Ferrothorn,Landorus,Charizard
698965494,1,Terrakion,Metagross,Whimsicott,Smeargle,Tapu Lele,Xurkitree,Terrakion,Metagross,Smeargle,Xurkitree
698927396,1,Charizard,Tapu Koko,Kommo-o,Landorus,Cresselia,Snorlax,Charizard,Tapu Koko,Landorus,Snorlax
698927396,0,Kangaskhan,Landorus,Tapu Fini,Heatran,Tapu Koko,Aegislash,Kangaskhan,Landorus,Tapu Koko,Aegislash
698684554,0,Tapu Koko,Metagross,Incineroar,Togekiss,Azumarill,Landorus,Tapu Koko,Incineroar,Togekiss,Azumarill
698684554,1,Snorlax,Manectric,Tapu Fini,Incineroar,Gothitelle,Tyranitar,Manectric,Tapu Fini,Incineroar,Gothitelle
698673893,1,Tapu Fini,Kangaskhan,Landorus,Heatran,Cresselia,Kartana,Tapu Fini,Kangaskhan,Heatran,Cresselia
698673893,0,Gengar,Whimsicott,Tapu Bulu,Heatran,Kommo-o,Kartana,Gengar,Whimsicott,Tapu Bulu,Kommo-o
698125056,0,Cresselia,Tapu Bulu,Heatran,Tyranitar,Landorus,Tapu Koko,Cresselia,Tapu Bulu,Heatran,Landorus
698125056,1,Metagross,Zapdos,Tapu Fini,Tyranitar,Landorus,Amoonguss,Metagross,Tapu Fini,Landorus,Amoonguss
699256398,1,Charizard,Landorus,Kartana,Tapu Koko,Cresselia,Snorlax,Charizard,Kartana,Tapu Koko,Snorlax
699256398,0,Manectric,Landorus,Tapu Fini,Gothitelle,Celesteela,Snorlax,Manectric,Landorus,Tapu Fini,Gothitelle
698246587,1,Gengar,Whimsicott,Tapu Bulu,Kartana,Kommo-o,Heatran,Gengar,Whimsicott,Kommo-o,Heatran
698246587,0,Salamence,Landorus,Amoonguss,Azumarill,Aegislash,Tapu Koko,Salamence,Landorus,Aegislash,Tapu Koko
697752043,1,Charizard,Tapu Koko,Cresselia,Landorus,Kartana,Snorlax,Charizard,Cresselia,Landorus,Snorlax
697752043,0,Gengar,Whimsicott,Kartana,Tapu Bulu,Kommo-o,Heatran,Gengar,Whimsicott,Kommo-o,Heatran
699108865,1,Tyranitar,Excadrill,Celesteela,Tapu Lele,Salamence,Milotic,Tyranitar,Excadrill,Milotic,unknown
699108865,0,Incineroar,Gothitelle,Tapu Koko,Politoed,Ludicolo,Mawile,Tapu Koko,Politoed,Ludicolo,Mawile
699528812,1,Tapu Lele,Zapdos,Metagross,Landorus,Tyranitar,Amoonguss,Zapdos,Metagross,Landorus,Amoonguss
699528812,0,Metagross,Tapu Lele,Zapdos,Landorus,Breloom,Tyranitar,Metagross,Tapu Lele,Zapdos,Landorus
699148400,0,Charizard,Kartana,Tapu Fini,Amoonguss,Landorus,Kommo-o,Charizard,Kartana,Tapu Fini,Landorus
