matchID,Player,playerWin,Pokemon1,Pokemon2,Pokemon3,Pokemon4,Pokemon5,Pokemon6,Brought1,Brought2,Brought3,Brought4
705944006,Lore95VGC,0,Charizard,Venusaur,Tapu Koko,Landorus,Cresselia,Snorlax,Charizard,Landorus,Cresselia,Snorlax
697722254,Eakes,1,Latias,Landorus,Heatran,Scrafty,Tapu Koko,Kartana,Latias,Landorus,Heatran,Scrafty
697722254,LightCore,0,Reuniclus,Camerupt,Stakataka,Staraptor,Tapu Bulu,Mimikyu,Camerupt,Staraptor,Tapu Bulu,Mimikyu
686918972,sandymarech,0,Gyarados,Landorus,Ferrothorn,Incineroar,Cresselia,Tapu Koko,Landorus,Ferrothorn,Incineroar,Cresselia
686918972,Boomguy,1,Tyranitar,Tapu Fini,Landorus,Amoonguss,Zapdos,Metagross,Tyranitar,Tapu Fini,Landorus,Zapdos
698204411,5 Stolen Rings,1,Tapu Lele,Metagross,Zapdos,Landorus,Tyranitar,Amoonguss,Tapu Lele,Metagross,Zapdos,Landorus
698204411,ApplePieVGC,0,Metagross,Zapdos,Tapu Lele,Amoonguss,Tyranitar,Landorus,Metagross,Zapdos,Tapu Lele,Landorus
712633648,Footstool,0,Tapu Fini,Zapdos,Metagross,Tyranitar,Amoonguss,Landorus,Tapu Fini,Tyranitar,Amoonguss,Landorus
712633648,TheBattleRoom,1,Tyranitar,Tapu Bulu,Tapu Koko,Cresselia,Heatran,Landorus,Tapu Bulu,Tapu Koko,Cresselia,Heatran
717990094,KillerQueenVGC,0,Swampert,Pelipper,Politoed,Ludicolo,Ferrothorn,Tapu Koko,Swampert,Pelipper,Ferrothorn,Tapu Koko
717990094,rapha123,1,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Ludicolo,Gothitelle,Tapu Koko,Incineroar
709065403,Knappi,1,Cresselia,Landorus,Heatran,Charizard,Amoonguss,Tapu Fini,Cresselia,Landorus,Charizard,Tapu Fini
709065403,EnigneVGC,0,Aegislash,Incineroar,Kartana,Landorus,Latias,Tapu Fini,Incineroar,Landorus,Latias,Tapu Fini
692408528,bling blao,1,Kangaskhan,Tapu Fini,Zapdos,Landorus,Cresselia,Heatran,Kangaskhan,Tapu Fini,Landorus,Heatran
692408528,SpringsVGC,0,Gengar,Whimsicott,Kommo-o,Kartana,Tapu Bulu,Incineroar,Whimsicott,Kommo-o,Tapu Bulu,unknown
708643324,Yoshiandlugia,0,Metagross,Landorus,Araquanid,Tapu Koko,Tyranitar,Porygon2,Landorus,Araquanid,Tapu Koko,Porygon2
708643324,Brodasenpai,1,Salamence,Landorus,Incineroar,Tapu Koko,Suicune,Kartana,Salamence,Incineroar,Suicune,Kartana
712593365,BlackO_VGC,0,Gastrodon,Landorus,Celesteela,Tapu Lele,Tyranitar,Zapdos,Landorus,Tapu Lele,Tyranitar,Zapdos
712593365,Knappi,1,Tapu Koko,Tornadus,Politoed,Ludicolo,Swampert,Scizor,Tapu Koko,Politoed,Ludicolo,Scizor
711522102,MasterWizardVGC,1,Scrafty,Volcarona,Kartana,Tapu Fini,Cresselia,Kangaskhan,Scrafty,Volcarona,Cresselia,Kangaskhan
711522102,Sebixxl,0,Salamence,Tapu Koko,Amoonguss,Landorus,Azumarill,Aegislash,Salamence,Amoonguss,Azumarill,unknown
698684366,gummyfoxes,1,Tapu Koko,Metagross,Incineroar,Togekiss,Azumarill,Landorus,Incineroar,Togekiss,Azumarill,Landorus
698684366,MajorBowman,0,Snorlax,Manectric,Tapu Fini,Incineroar,Gothitelle,Tyranitar,Manectric,Tapu Fini,Incineroar,Gothitelle
694270319,AV-Linkyoshimario,0,Tapu Fini,Metagross,Landorus,Zapdos,Incineroar,Tapu Lele,Metagross,Landorus,Zapdos,Tapu Lele
694270319,PinkSylvie,1,Azumarill,Salamence,Tyranitar,Excadrill,Clefairy,Tapu Koko,Azumarill,Salamence,Clefairy,Tapu Koko
702718169,WinterH~\xe2\x99\xaa,0,Tapu Lele,Metagross,Tyranitar,Landorus,Amoonguss,Zapdos,Tapu Lele,Tyranitar,Landorus,Zapdos
702718169,mudhiman,1,Tapu Fini,Landorus,Celesteela,Gothitelle,Manectric,Incineroar,Landorus,Celesteela,Manectric,Incineroar
701331169,leimin,1,Charizard,Tapu Fini,Togedemaru,Cresselia,Landorus,Snorlax,Tapu Fini,Cresselia,Landorus,Snorlax
701331169,DaWoblefet,0,Venusaur,Persian,Chandelure,Landorus,Tapu Fini,Zapdos,Persian,Landorus,Tapu Fini,Zapdos
720103420,TheBattleRoom,0,Kommo-o,Gengar,Tapu Bulu,Greninja,Incineroar,Thundurus,Gengar,Tapu Bulu,Greninja,Thundurus
720103420,Cobalte,1,Metagross,Politoed,Ludicolo,Tapu Lele,Golisopod,Landorus,Metagross,Politoed,Ludicolo,Tapu Lele
691371785,JZG,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Aegislash,Tapu Fini,Kartana
691371785,triceratops5,0,Latias,Kartana,Landorus,Tapu Fini,Incineroar,Aegislash,Latias,Kartana,Landorus,Aegislash
718087458,JZG,0,Metagross,Porygon2,Tapu Bulu,Nihilego,Incineroar,Araquanid,Metagross,Tapu Bulu,Incineroar,Araquanid
718087458,mudhiman,1,Azumarill,Incineroar,Metagross,Tapu Koko,Porygon2,Amoonguss,Incineroar,Metagross,Porygon2,Amoonguss
684087311,Ezrael,1,Kangaskhan,Charizard,Landorus,Tapu Koko,Heatran,Cresselia,Charizard,Landorus,Tapu Koko,Cresselia
684087311,StarKO,0,Manectric,Snorlax,Tapu Fini,Kartana,Mimikyu,Persian,Manectric,Snorlax,Mimikyu,Persian
690883526,Brodasenpai,0,Gengar,Volcarona,Tapu Bulu,Tyranitar,Kommo-o,Hitmontop,Gengar,Volcarona,Tapu Bulu,Kommo-o
690883526,picklesword,1,Heatran,Landorus,Zapdos,Metagross,Amoonguss,Tapu Lele,Heatran,Landorus,Amoonguss,Tapu Lele
693147955,Ezrael,0,Kangaskhan,Landorus,Zapdos,Aegislash,Tapu Fini,Volcarona,Kangaskhan,Landorus,Zapdos,Volcarona
693147955,Eshivgc,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Kartana
698644946,Stratos,1,Mimikyu,Reuniclus,Staraptor,Camerupt,Tapu Bulu,Stakataka,Mimikyu,Staraptor,Camerupt,Tapu Bulu
698644946,MissingNoL,0,Charizard,Scrafty,Cresselia,Landorus,Aegislash,Tapu Koko,Scrafty,Cresselia,Landorus,Aegislash
702673897,Eric Rios,0,Gengar,Whimsicott,Kommo-o,Kartana,Tapu Bulu,Heatran,Whimsicott,Kommo-o,Tapu Bulu,Heatran
702673897,bling blao,1,Tyranitar,Aegislash,Zapdos,Landorus,Amoonguss,Tapu Lele,Aegislash,Zapdos,Landorus,Tapu Lele
687934496,2 Turtle Doves,0,Naganadel,Aegislash,Tapu Bulu,Gyarados,Landorus,Volcarona,Aegislash,Gyarados,Landorus,Volcarona
687934496,Yoshiandlugia,1,Kangaskhan,Landorus,Zapdos,Volcarona,Aegislash,Tapu Fini,Kangaskhan,Landorus,Zapdos,Volcarona
700735551,Stratos,1,Charizard,Landorus,Tapu Koko,Porygon2,Amoonguss,Azumarill,Charizard,Landorus,Tapu Koko,Amoonguss
700735551,Zorro-T,0,Tapu Fini,Kartana,Kangaskhan,Heatran,Cresselia,Landorus,Kartana,Kangaskhan,Heatran,Cresselia
688796485,Rykku2isi,0,Charizard,Tapu Bulu,Scrafty,Zapdos,Milotic,Aegislash,Charizard,Scrafty,Zapdos,unknown
688796485,MasterWizardVGC,1,Charizard,Tapu Koko,Landorus,Kartana,Cresselia,Snorlax,Charizard,Tapu Koko,Landorus,Snorlax
692418989,chuppa,1,Metagross,Scrafty,Tapu Fini,Zapdos,Hippowdon,Nihilego,Metagross,Scrafty,Zapdos,Hippowdon
692418989,carademono,0,Metagross,Landorus,Amoonguss,Tapu Fini,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Zapdos
701969913,EmbC29,0,Gengar,Sableye,Hitmontop,Tapu Bulu,Rotom,Celesteela,Gengar,Tapu Bulu,Rotom,unknown
701969913,JHufself,1,Tapu Koko,Metagross,Landorus,Incineroar,Araquanid,Porygon2,Landorus,Incineroar,Araquanid,Porygon2
724737808,wiegelinho,0,Talonflame,Stakataka,Mimikyu,Blastoise,Blacephalon,Persian,Talonflame,Mimikyu,Blastoise,unknown
724737808,Braverius,1,Gengar,Kommo-o,Tapu Bulu,Incineroar,Illumise,Greninja,Gengar,Kommo-o,Incineroar,Greninja
684867030,fegan mox,1,Snorlax,Gothitelle,Manectric,Tapu Fini,Landorus,Celesteela,Manectric,Tapu Fini,Landorus,Celesteela
684867030,EiMaGIVGC,0,Tapu Fini,Landorus,Zapdos,Amoonguss,Metagross,Tyranitar,Landorus,Zapdos,Metagross,unknown
699148572,Euler,0,Charizard,Kartana,Tapu Fini,Amoonguss,Landorus,Kommo-o,Charizard,Kartana,Tapu Fini,Landorus
699148572,Fire_gohan,1,Venusaur,Arcanine,Tapu Fini,Celesteela,Landorus,Tyranitar,Venusaur,Arcanine,Celesteela,Landorus
698204590,5 Stolen Rings,1,Tapu Lele,Metagross,Zapdos,Landorus,Tyranitar,Amoonguss,Metagross,Zapdos,Landorus,Amoonguss
698204590,ApplePieVGC,0,Metagross,Zapdos,Tapu Lele,Amoonguss,Tyranitar,Landorus,Metagross,Zapdos,Tapu Lele,Landorus
687035150,LightCore,1,Tyranitar,Whimsicott,Tapu Fini,Gengar,Landorus,Volcarona,Tyranitar,Whimsicott,Landorus,Volcarona
687035150,TolucA7,0,Charizard,Landorus,Porygon2,Tyranitar,Kartana,Tapu Koko,Charizard,Landorus,Porygon2,Tapu Koko
717990267,KillerQueenVGC,0,Swampert,Pelipper,Politoed,Ludicolo,Ferrothorn,Tapu Koko,Swampert,Pelipper,Ferrothorn,Tapu Koko
717990267,rapha123,1,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Ludicolo,Gothitelle,Tapu Koko,Incineroar
702132390,Ne\xcd\x9c\xcd\xa1crocat219,0,Tapu Fini,Amoonguss,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Amoonguss,Metagross,Landorus
702132390,Moeper,1,Gengar,Tapu Bulu,Heatran,Xurkitree,Cresselia,Scrafty,Gengar,Heatran,Xurkitree,Scrafty
692070508,NBJuanCarlosMateos,1,Metagross,Zapdos,Landorus,Tapu Fini,Amoonguss,Incineroar,Metagross,Landorus,Tapu Fini,Amoonguss
692070508,Lore95VGC,0,Salamence,Persian,Tapu Koko,Snorlax,Amoonguss,Entei,Salamence,Persian,Tapu Koko,Amoonguss
702686212,TheBattleRoom,0,Charizard,Landorus,Tapu Lele,Snorlax,Kartana,Thundurus,Charizard,Tapu Lele,Snorlax,Thundurus
702686212,Xx3O,1,Salamence,Azumarill,Ferrothorn,Smeargle,Amoonguss,Tapu Koko,Salamence,Azumarill,Smeargle,Tapu Koko
722855752,YureeVGC,1,Manectric,Tapu Fini,Lurantis,Incineroar,Cresselia,Snorlax,Manectric,Tapu Fini,Cresselia,Snorlax
722855752,Seven_Poke,0,Zapdos,Incineroar,Araquanid,Landorus,Porygon2,Metagross,Zapdos,Incineroar,Landorus,Metagross
698146836,weeaboohuntertri,1,Conkeldurr,Cresselia,Azumarill,Heatran,Kangaskhan,Tapu Koko,Conkeldurr,Azumarill,Kangaskhan,Tapu Koko
698146836,Crow380,0,Raichu,Tapu Koko,Landorus,Charizard,Azumarill,Smeargle,Raichu,Landorus,Azumarill,Smeargle
701162484,R d m H 3,0,Tapu Fini,Snorlax,Landorus,Audino,Salamence,Incineroar,Tapu Fini,Snorlax,Landorus,Audino
701162484,Sakurauchi Chika,1,Kangaskhan,Volcarona,Landorus,Tapu Fini,Aegislash,Zapdos,Kangaskhan,Landorus,Tapu Fini,Aegislash
708526226,zeen172m,0,Kangaskhan,Heatran,Cresselia,Tapu Fini,Landorus,Ferrothorn,Kangaskhan,Heatran,Tapu Fini,Ferrothorn
708526226,ApplePieVGC,1,Mawile,Porygon2,Tapu Bulu,Nihilego,Scrafty,Charizard,Mawile,Porygon2,Tapu Bulu,Scrafty
717670669,LUKAMIR,0,Tapu Koko,Kartana,Mandibuzz,Tapu Lele,Snorlax,Marowak,Tapu Koko,Kartana,Mandibuzz,Tapu Lele
717670669,Breloom7,1,Drifblim,Tapu Koko,Nihilego,Tapu Lele,Arcanine,Buzzwole,Drifblim,Nihilego,Tapu Lele,Buzzwole
707596619,CarsonC_,0,Tapu Koko,Gyarados,Cresselia,Ferrothorn,Heatran,Landorus,Tapu Koko,Cresselia,Ferrothorn,Landorus
707596619,Eric Rios,1,Snorlax,Landorus,Porygon2,Scrafty,Manectric,Tapu Fini,Snorlax,Landorus,Porygon2,Scrafty
699528812,sandymarech,0,Tapu Lele,Zapdos,Metagross,Landorus,Tyranitar,Amoonguss,Zapdos,Metagross,Landorus,Amoonguss
699528812,TA~Boah,1,Metagross,Tapu Lele,Zapdos,Landorus,Breloom,Tyranitar,Metagross,Tapu Lele,Zapdos,Landorus
692315422,ralfdude90,0,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Tapu Fini
692315422,LegaVGC,1,Tapu Bulu,Tapu Koko,Cresselia,Landorus,Heatran,Kangaskhan,Tapu Bulu,Cresselia,Heatran,Kangaskhan
713091095,Pokebeys,0,Manectric,Kartana,Gothitelle,Tapu Fini,Snorlax,Scrafty,Gothitelle,Snorlax,Scrafty,unknown
713091095,Spurrific,1,Tyranitar,Tapu Bulu,Porygon2,Rotom,Salamence,Heatran,Porygon2,Salamence,Heatran,unknown
718573335,TTT444,0,Salamence,Tapu Koko,Porygon2,Aegislash,Landorus,Tyranitar,Salamence,Tapu Koko,Aegislash,Landorus
718573335,Ezrael,1,Raikou,Kommo-o,Tapu Bulu,Incineroar,Slowbro,Snorlax,Raikou,Kommo-o,Tapu Bulu,Incineroar
694778651,VGC Strategy,0,Charizard,Raichu,Kommo-o,Landorus,Gothitelle,Snorlax,Charizard,Landorus,Gothitelle,Snorlax
694778651,wiegelinhovgc,1,Venusaur,Charizard,Kommo-o,Thundurus,Cresselia,Rhyperior,Charizard,Kommo-o,Cresselia,Rhyperior
709488041,Ezrael,1,Gardevoir,Amoonguss,Tapu Fini,Incineroar,Landorus,Zapdos,Gardevoir,Tapu Fini,Incineroar,Landorus
709488041,rapha123,0,Charizard,Landorus,Cresselia,Tapu Fini,Snorlax,Gigalith,Charizard,Landorus,Tapu Fini,Snorlax
684578839,PlayerOne (NPA),1,Charizard,Heatran,Togedemaru,Cresselia,Landorus,Kommo-o,Charizard,Togedemaru,Cresselia,Landorus
684578839,EmbC29,0,Kangaskhan,Aegislash,Volcarona,Landorus,Tapu Fini,Zapdos,Kangaskhan,Landorus,Tapu Fini,Zapdos
692861198,DaWoblefet,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Landorus,Aegislash,Tyranitar,Kartana
692861198,Mancuso,0,Charizard,Tapu Fini,Togedemaru,Cresselia,Landorus,Snorlax,Charizard,Tapu Fini,Cresselia,Landorus
698684148,gummyfoxes,0,Tapu Koko,Metagross,Incineroar,Togekiss,Azumarill,Landorus,Incineroar,Togekiss,Azumarill,Landorus
698684148,MajorBowman,1,Snorlax,Manectric,Tapu Fini,Incineroar,Gothitelle,Tyranitar,Snorlax,Manectric,Incineroar,Gothitelle
702986983,RpIndaHouse,1,Tapu Koko,Landorus,Tyranitar,Metagross,Amoonguss,Porygon2,Landorus,Tyranitar,Metagross,Porygon2
702986983,fegan mox,0,Kangaskhan,Landorus,Heatran,Tapu Fini,Zapdos,Aegislash,Kangaskhan,Landorus,Tapu Fini,Aegislash
708637317,Unreality,0,Amoonguss,Tyranitar,Togedemaru,Charizard,Tapu Fini,Landorus,Tyranitar,Togedemaru,Charizard,Tapu Fini
708637317,TheBattleRoom,1,Cresselia,Snorlax,Amoonguss,Landorus,Charizard,Thundurus,Cresselia,Landorus,Charizard,Thundurus
699244475,Prro-t,1,Azumarill,Clefairy,Tyranitar,Excadrill,Salamence,Thundurus,Clefairy,Tyranitar,Excadrill,Salamence
699244475,Ezrael,0,Bisharp,Landorus,Zapdos,Tapu Lele,Blaziken,Gastrodon,Landorus,Tapu Lele,Blaziken,Gastrodon
705430379,Jamie Grillt,1,Charizard,Ferrothorn,Landorus,Cresselia,Tapu Koko,Tyranitar,Charizard,Ferrothorn,Cresselia,Tyranitar
705430379,zeen172m,0,Scizor,Persian,Gyarados,Tapu Bulu,Nihilego,Rotom,Scizor,Persian,Gyarados,Tapu Bulu
713043833,Ralfdude90,1,Manectric,Tapu Fini,Landorus,Gothitelle,Snorlax,Celesteela,Manectric,Tapu Fini,Gothitelle,Celesteela
713043833,Dynamoon,0,Salamence,Tapu Koko,Clefairy,Persian,Snorlax,Landorus,Salamence,Clefairy,Persian,Snorlax
683912562,Euler,1,Kangaskhan,Tapu Koko,Azumarill,Cresselia,Heatran,Conkeldurr,Kangaskhan,Tapu Koko,Heatran,Conkeldurr
683912562,Braverius,0,Charizard,Milotic,Aegislash,Scrafty,Zapdos,Tapu Bulu,Charizard,Milotic,Scrafty,Tapu Bulu
688834108,Ne\xcd\x9c\xcd\xa1crocat219,1,Metagross,Amoonguss,Landorus,Zapdos,Tyranitar,Tapu Fini,Metagross,Landorus,Zapdos,Tyranitar
688834108,AgentOrangeJulius,0,Latias,Landorus,Tyranitar,Kartana,Tapu Fini,Aegislash,Latias,Tyranitar,Kartana,Aegislash
698797545,Breloom7,0,Metagross,Landorus,Amoonguss,Tapu Fini,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Zapdos
698797545,chuppa,1,Marowak,Tapu Fini,Raikou,Kangaskhan,Landorus,Kartana,Marowak,Tapu Fini,Kangaskhan,Kartana
699256398,emforbes,0,Charizard,Landorus,Kartana,Tapu Koko,Cresselia,Snorlax,Charizard,Kartana,Tapu Koko,Snorlax
699256398,ChipuauVGC,1,Manectric,Landorus,Tapu Fini,Gothitelle,Celesteela,Snorlax,Manectric,Landorus,Tapu Fini,Gothitelle
713459604,Sakurauchi CHika,0,Salamence,Florges,Kartana,Incineroar,Suicune,Tapu Koko,Salamence,Incineroar,Suicune,unknown
713459604,Kyriakou,1,Whimsicott,Landorus,Terrakion,Amoonguss,Charizard,Tapu Lele,Whimsicott,Terrakion,Charizard,Tapu Lele
683406881,leimin,0,Gengar,Tapu Lele,Raichu,Gyarados,Accelgor,Kommo-o,Tapu Lele,Raichu,Gyarados,Accelgor
683406881,JHufself,1,Gothitelle,Snorlax,Manectric,Celesteela,Tapu Fini,Landorus,Snorlax,Manectric,Celesteela,Tapu Fini
711860582,SpringsVGC,0,Tapu Koko,Charizard,Tyranitar,Porygon2,Kartana,Landorus,Tapu Koko,Tyranitar,Porygon2,Landorus
711860582,RaiderVGC,1,Latias,Landorus,Tapu Fini,Scrafty,Tapu Koko,Kartana,Latias,Landorus,Scrafty,Tapu Koko
702771357,SudokuMasta,1,Charizard,Landorus,Cresselia,Tapu Koko,Kartana,Kommo-o,Charizard,Landorus,Cresselia,Tapu Koko
702771357,MrPenguin93,0,Tyranitar,Excadrill,Clefairy,Azumarill,Salamence,Tapu Koko,Tyranitar,Clefairy,Azumarill,Salamence
686967702,LegacyVGC,0,Tyranitar,Milotic,Excadrill,Salamence,Volcarona,Tapu Koko,Tyranitar,Milotic,Excadrill,Salamence
686967702,PinkSylvie,1,Charizard,Landorus,Tapu Koko,Kartana,Cresselia,Snorlax,Charizard,Landorus,Tapu Koko,Snorlax
698277333,junioichi,1,Charizard,Tapu Fini,Togedemaru,Cresselia,Landorus,Snorlax,Charizard,Cresselia,Landorus,Snorlax
698277333,Footstool,0,Salamence,Tapu Koko,Landorus,Cresselia,Heatran,Tapu Bulu,Landorus,Cresselia,Heatran,Tapu Bulu
701271761,mihrab,1,Charizard,Tyranitar,Landorus,Kartana,Porygon2,Tapu Koko,Charizard,Landorus,Kartana,Tapu Koko
701271761,tryingsomethingnew,0,Tapu Fini,Latias,Kangaskhan,Volcarona,Landorus,Aegislash,Kangaskhan,Volcarona,Landorus,Aegislash
686491703,CarsonC_,1,Landorus,Cresselia,Charizard,Hydreigon,Stakataka,Tapu Fini,Landorus,Cresselia,Charizard,Stakataka
686491703,PadoVGC,0,Landorus,Charizard,Tapu Koko,Porygon2,Tyranitar,Kartana,Landorus,Porygon2,Tyranitar,Kartana
688970061,iMagikarp,1,Cresselia,Charizard,Snorlax,Tapu Koko,Landorus,Weavile,Cresselia,Snorlax,Tapu Koko,Landorus
688970061,Nails \xe2\x98\x8e \xe2\x98\x8e \xe2\x98\x8e,0,Accelgor,Tapu Lele,Kommo-o,Gengar,Landorus,Politoed,Accelgor,Tapu Lele,Gengar,Landorus
694363285,Jhufself,0,Landorus,Charizard,Tapu Koko,Porygon2,Tyranitar,Kartana,Tapu Koko,Porygon2,Tyranitar,unknown
694363285,CarsonC_,1,Ninetales,Cherrim,Salamence,Meowstic,Weavile,Darmanitan,Ninetales,Salamence,Meowstic,Darmanitan
702620627,MasterWizardVGC,1,Cresselia,Heatran,Tyranitar,Landorus,Tapu Fini,Zapdos,Cresselia,Heatran,Tyranitar,Landorus
702620627,Girafomola,0,Metagross,Tapu Lele,Landorus,Zapdos,Tyranitar,Amoonguss,Metagross,Tapu Lele,Landorus,Amoonguss
706197144,Ingridients,0,Gengar,Kommo-o,Scizor,Whimsicott,Tapu Koko,Buzzwole,Gengar,Kommo-o,Scizor,Whimsicott
706197144,GymNMons,1,Tyranitar,Tapu Fini,Rotom,Aegislash,Cresselia,Landorus,Tyranitar,Tapu Fini,Cresselia,Landorus
708681970,Ne\xcd\x9c\xcd\xa1crocat219,1,Azumarill,Clefairy,Tyranitar,Excadrill,Salamence,Thundurus,Azumarill,Clefairy,Excadrill,Thundurus
708681970,Nails \xe2\x98\x8e \xe2\x98\x8e \xe2\x98\x8e,0,Salamence,Tapu Koko,Bronzong,Incineroar,Tapu Bulu,Gigalith,Salamence,Bronzong,Tapu Bulu,Gigalith
684688844,raikoo,1,Liepard,Breloom,Volcarona,Cresselia,Tapu Koko,Aerodactyl,Liepard,Volcarona,Cresselia,Tapu Koko
684688844,ModernGamer,0,Ferrothorn,Suicune,Charizard,Kangaskhan,Landorus,Tapu Koko,Ferrothorn,Kangaskhan,Tapu Koko,unknown
719359613,Rosenkreutz,0,Politoed,Ludicolo,Scizor,Tapu Koko,Landorus,Amoonguss,Politoed,Ludicolo,Scizor,Amoonguss
719359613,Stratos,1,Gardevoir,Incineroar,Tapu Fini,Landorus,Zapdos,Amoonguss,Gardevoir,Incineroar,Tapu Fini,Amoonguss
712593125,kAoRi,1,Tyranitar,Amoonguss,Tapu Fini,Tapu Koko,Salamence,Aegislash,Tyranitar,Amoonguss,Tapu Koko,Salamence
712593125,Serapis,0,Lopunny,Aegislash,Tapu Fini,Tapu Koko,Landorus,Charizard,Lopunny,Aegislash,Tapu Koko,Landorus
711637788,mudhiman,1,Landorus,Charizard,Cresselia,Tapu Koko,Venusaur,Snorlax,Landorus,Charizard,Cresselia,Snorlax
711637788,kswas,0,Metagross,Tapu Lele,Landorus,Snorlax,Porygon2,Rotom,Metagross,Tapu Lele,Landorus,Porygon2
719066955,TalonVGC,1,Charizard,Landorus,Kartana,Tapu Koko,Cresselia,Snorlax,Charizard,Landorus,Kartana,Tapu Koko
719066955,ChipuauVGC,0,Tapu Fini,Metagross,Landorus,Amoonguss,Zapdos,Tyranitar,Metagross,Landorus,Amoonguss,Zapdos
705923311,Boomguy,0,Tapu Koko,Charizard,Landorus,Tyranitar,Porygon2,Amoonguss,Charizard,Landorus,Porygon2,Amoonguss
705923311,RaiderVGC,1,Manectric,Landorus,Tapu Lele,Celesteela,Gothitelle,Snorlax,Manectric,Landorus,Tapu Lele,Celesteela
685194691,snow-pokepoke,1,Charizard,Celesteela,Breloom,Landorus,Suicune,Tapu Lele,Charizard,Breloom,Landorus,Tapu Lele
