matchID,Win,OpponentsTeam1,OpponentsTeam2,OpponentsTeam3,OpponentsTeam4,OpponentsTeam5,OpponentsTeam6,OpponentBrought1,OpponentBrought2,OpponentBrought3,OpponentBrought4
691782983,1,Kangaskhan,Landorus,Tapu Fini,Heatran,Tapu Koko,Kartana,Kangaskhan,Landorus,Heatran,Tapu Koko
691778806,0,Charizard,Pheromosa,Tyranitar,Tapu Bulu,Zapdos,Scrafty,Charizard,Pheromosa,Tapu Bulu,Zapdos
691778806,1,Charizard,Tapu Koko,Hitmontop,Snorlax,Cresselia,Landorus,Charizard,Tapu Koko,Hitmontop,Landorus
690883526,1,Gengar,Volcarona,Tapu Bulu,Tyranitar,Kommo-o,Hitmontop,Gengar,Volcarona,Tapu Bulu,Kommo-o
690883526,0,Heatran,Landorus,Zapdos,Metagross,Amoonguss,Tapu Lele,Heatran,Landorus,Amoonguss,Tapu Lele
692276847,1,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Politoed,Ludicolo,Tapu Koko,Incineroar
692276847,0,Scizor,Terrakion,Charizard,Tapu Koko,Whimsicott,Landorus,Scizor,Charizard,Whimsicott,Landorus
691813138,0,Landorus,Charizard,Cresselia,Tapu Koko,Kartana,Araquanid,Landorus,Charizard,Cresselia,Kartana
691813138,1,Metagross,Volcarona,Scrafty,Tapu Fini,Zapdos,Landorus,Volcarona,Scrafty,Zapdos,Landorus
691369047,1,Landorus,Charizard,Gothitelle,Scrafty,Tapu Koko,Stakataka,Charizard,Gothitelle,Scrafty,Stakataka
691369047,0,Tapu Bulu,Tapu Lele,Oranguru,Smeargle,Camerupt,Staraptor,Tapu Lele,Oranguru,Camerupt,unknown
691297543,1,Muk,Porygon2,Pelipper,Ludicolo,Tapu Koko,Salamence,Muk,Pelipper,Ludicolo,Tapu Koko
691297543,0,Manectric,Gothitelle,Snorlax,Tapu Fini,Persian,Arcanine,Manectric,Gothitelle,Snorlax,Tapu Fini
692277073,1,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Politoed,Ludicolo,Tapu Koko,Incineroar
692277073,0,Scizor,Terrakion,Charizard,Tapu Koko,Whimsicott,Landorus,Terrakion,Charizard,Tapu Koko,Whimsicott
691889990,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Tyranitar
691889990,0,Tapu Fini,Abomasnow,Landorus,Zapdos,Metagross,Marowak,Tapu Fini,Abomasnow,Landorus,Zapdos
692163106,1,Tapu Lele,Rhyperior,Accelgor,Ferrothorn,Charizard,Nihilego,Tapu Lele,Accelgor,Charizard,Nihilego
692163106,0,Manectric,Hydreigon,Tapu Fini,Landorus,Scizor,Charizard,Tapu Fini,Landorus,Scizor,Charizard
691841758,0,Kangaskhan,Volcarona,Suicune,Tapu Koko,Landorus,Tapu Fini,Kangaskhan,Volcarona,Suicune,Tapu Koko
691841758,1,Nihilego,Charizard,Tapu Lele,Kartana,Metagross,Landorus,Nihilego,Tapu Lele,Kartana,unknown
692070412,0,Metagross,Zapdos,Landorus,Tapu Fini,Amoonguss,Incineroar,Metagross,Zapdos,Landorus,Tapu Fini
692070412,1,Salamence,Persian,Tapu Koko,Snorlax,Amoonguss,Entei,Salamence,Persian,Tapu Koko,Amoonguss
692070338,1,Metagross,Zapdos,Landorus,Tapu Fini,Amoonguss,Incineroar,Metagross,Zapdos,Landorus,Tapu Fini
692070338,0,Salamence,Persian,Tapu Koko,Snorlax,Amoonguss,Entei,Salamence,Persian,Tapu Koko,Entei
691371785,0,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Aegislash,Tapu Fini,Kartana
691371785,1,Latias,Kartana,Landorus,Tapu Fini,Incineroar,Aegislash,Latias,Kartana,Landorus,Aegislash
691859789,1,Gothitelle,Mawile,Tapu Koko,Incineroar,Gyarados,Tapu Bulu,Gothitelle,Mawile,Tapu Koko,Incineroar
691859789,0,Gengar,Mimikyu,Heatran,Tapu Bulu,Scrafty,Snorlax,Gengar,Heatran,Tapu Bulu,Scrafty
691778614,1,Charizard,Tapu Koko,Hitmontop,Snorlax,Cresselia,Landorus,Charizard,Tapu Koko,Hitmontop,Landorus
691778614,0,Charizard,Pheromosa,Tyranitar,Tapu Bulu,Zapdos,Scrafty,Charizard,Pheromosa,Tyranitar,Scrafty
692131219,0,Celesteela,Zapdos,Tapu Fini,Tyranitar,Amoonguss,Landorus,Celesteela,Tyranitar,Amoonguss,Landorus
692131219,1,Cresselia,Metagross,Tyranitar,Tapu Fini,Heatran,Tapu Bulu,Cresselia,Metagross,Tapu Fini,Heatran
692203915,1,Gothitelle,Mawile,Politoed,Ludicolo,Tapu Koko,Incineroar,Gothitelle,Mawile,Tapu Koko,Incineroar
692203915,0,Serperior,Drifblim,Gengar,Kommo-o,Charizard,Tapu Lele,Serperior,Drifblim,Gengar,Tapu Lele
691664453,1,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Mawile,Gothitelle,Tapu Koko,unknown
691664453,0,Tapu Fini,Kangaskhan,Landorus,Tyranitar,Cresselia,Zapdos,Tapu Fini,Landorus,Tyranitar,Zapdos
692716001,0,Eevee,Smeargle,Greninja,Latias,Clefairy,Empoleon,Eevee,Smeargle,unknown,unknown
692716001,1,Charizard,Raichu,Azumarill,Smeargle,Tapu Koko,Landorus,Raichu,Tapu Koko,unknown,unknown
692715826,1,Eevee,Smeargle,Greninja,Latias,Clefairy,Empoleon,Eevee,Smeargle,Latias,Clefairy
692715826,0,Charizard,Raichu,Azumarill,Smeargle,Tapu Koko,Landorus,Raichu,Smeargle,Tapu Koko,Landorus
691813290,1,Landorus,Charizard,Cresselia,Tapu Koko,Kartana,Araquanid,Cresselia,Tapu Koko,Araquanid,unknown
691813290,0,Metagross,Volcarona,Scrafty,Tapu Fini,Zapdos,Landorus,Volcarona,Scrafty,Zapdos,Landorus
691345051,1,Charizard,Landorus,Scrafty,Tapu Koko,Cresselia,Kartana,Landorus,Scrafty,Tapu Koko,Kartana
691345051,0,Charizard,Scrafty,Aegislash,Tapu Bulu,Milotic,Togekiss,Charizard,Scrafty,Tapu Bulu,Milotic
692204814,0,Tapu Fini,Metagross,Landorus,Persian,Amoonguss,Zapdos,Tapu Fini,Metagross,Landorus,Persian
692204814,1,Kangaskhan,Volcarona,Drampa,Tapu Fini,Snorlax,Kartana,Kangaskhan,Volcarona,Tapu Fini,Kartana
690396852,0,Metagross,Landorus,Tapu Lele,Tyranitar,Amoonguss,Zapdos,Metagross,Landorus,Tyranitar,Amoonguss
690396852,1,Gothitelle,Manectric,Snorlax,Tapu Fini,Heatran,Salamence,Gothitelle,Tapu Fini,Heatran,Salamence
691587118,0,Politoed,Ludicolo,Tapu Koko,Incineroar,Mawile,Gothitelle,Ludicolo,Incineroar,Mawile,Gothitelle
691587118,1,Salamence,Amoonguss,Tapu Koko,Scrafty,Azumarill,Heatran,Salamence,Amoonguss,Tapu Koko,Scrafty
692326452,0,Tapu Bulu,Tapu Koko,Cresselia,Landorus,Heatran,Kangaskhan,Tapu Bulu,Landorus,Heatran,Kangaskhan
692326452,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Tapu Fini
692163225,0,Manectric,Hydreigon,Tapu Fini,Landorus,Scizor,Charizard,Manectric,Tapu Fini,Landorus,Scizor
692163225,1,Tapu Lele,Rhyperior,Accelgor,Ferrothorn,Charizard,Nihilego,Tapu Lele,Accelgor,Charizard,Nihilego
692315422,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Tapu Fini
692315422,0,Tapu Bulu,Tapu Koko,Cresselia,Landorus,Heatran,Kangaskhan,Tapu Bulu,Cresselia,Heatran,Kangaskhan
692385494,0,Amoonguss,Landorus,Metagross,Tyranitar,Tapu Lele,Zapdos,Landorus,Tyranitar,Tapu Lele,Zapdos
692385494,1,Cresselia,Charizard,Tapu Koko,Suicune,Kartana,Landorus,Cresselia,Charizard,Tapu Koko,Landorus
691296792,1,Kangaskhan,Volcarona,Aegislash,Cresselia,Tapu Fini,Landorus,Kangaskhan,Volcarona,Tapu Fini,Landorus
691296792,0,Sceptile,Tapu Koko,Heatran,Landorus,Snorlax,Mamoswine,Sceptile,Tapu Koko,Landorus,Snorlax
692385704,0,Amoonguss,Landorus,Metagross,Tyranitar,Tapu Lele,Zapdos,Amoonguss,Metagross,Tyranitar,Tapu Lele
692385704,1,Cresselia,Charizard,Tapu Koko,Suicune,Kartana,Landorus,Cresselia,Tapu Koko,Suicune,Landorus
692716181,0,Eevee,Smeargle,Greninja,Latias,Clefairy,Empoleon,Eevee,Smeargle,Clefairy,unknown
692716181,1,Charizard,Raichu,Azumarill,Smeargle,Tapu Koko,Landorus,Raichu,Tapu Koko,unknown,unknown
692152938,1,Politoed,Gothitelle,Incineroar,Ludicolo,Mawile,Tapu Koko,Gothitelle,Incineroar,Mawile,Tapu Koko
692152938,0,Metagross,Tapu Fini,Zapdos,Landorus,Amoonguss,Tyranitar,Tapu Fini,Zapdos,Landorus,Amoonguss
692152859,1,Politoed,Gothitelle,Incineroar,Ludicolo,Mawile,Tapu Koko,Gothitelle,Incineroar,Mawile,Tapu Koko
692152859,0,Metagross,Tapu Fini,Zapdos,Landorus,Amoonguss,Tyranitar,Metagross,Tapu Fini,Zapdos,Amoonguss
691554038,0,Scizor,Tapu Fini,Landorus,Zapdos,Tyranitar,Naganadel,Scizor,Tapu Fini,Landorus,Zapdos
691554038,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Kartana
691296661,1,Kangaskhan,Volcarona,Aegislash,Cresselia,Tapu Fini,Landorus,Kangaskhan,Volcarona,Tapu Fini,Landorus
691296661,0,Sceptile,Tapu Koko,Heatran,Landorus,Snorlax,Mamoswine,Sceptile,Tapu Koko,Landorus,Mamoswine
692175141,1,Amoonguss,Tapu Fini,Landorus,Tyranitar,Zapdos,Metagross,Amoonguss,Tapu Fini,Landorus,Zapdos
692175141,0,Tapu Koko,Metagross,Landorus,Araquanid,Incineroar,Porygon2,Metagross,Araquanid,Incineroar,Porygon2
691813377,0,Landorus,Charizard,Cresselia,Tapu Koko,Kartana,Araquanid,Charizard,Cresselia,Tapu Koko,Araquanid
691813377,1,Metagross,Volcarona,Scrafty,Tapu Fini,Zapdos,Landorus,Scrafty,Tapu Fini,Zapdos,Landorus
691664957,1,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Mawile,Ludicolo,Gothitelle,Tapu Koko
691664957,0,Tapu Fini,Kangaskhan,Landorus,Tyranitar,Cresselia,Zapdos,Tapu Fini,Kangaskhan,Tyranitar,Zapdos
691675439,1,Snorlax,Gothitelle,Tapu Fini,Landorus,Kangaskhan,Marowak,Snorlax,Gothitelle,Kangaskhan,unknown
691675439,0,Carbink,Smeargle,Chansey,Mr. Mime,Reuniclus,Shuckle,Smeargle,Chansey,Reuniclus,Shuckle
692199583,0,Tapu Lele,Tyranitar,Zapdos,Metagross,Amoonguss,Landorus,Tapu Lele,Tyranitar,Zapdos,Landorus
692199583,1,Gardevoir,Tapu Fini,Landorus,Zapdos,Incineroar,Aegislash,Gardevoir,Tapu Fini,Landorus,Incineroar
691841500,1,Nihilego,Charizard,Tapu Lele,Kartana,Metagross,Landorus,Nihilego,Tapu Lele,Kartana,unknown
691841500,0,Kangaskhan,Volcarona,Suicune,Tapu Koko,Landorus,Tapu Fini,Kangaskhan,Volcarona,Suicune,Tapu Koko
692204169,1,Gothitelle,Mawile,Politoed,Ludicolo,Tapu Koko,Incineroar,Gothitelle,Incineroar,unknown,unknown
692204169,0,Serperior,Drifblim,Gengar,Kommo-o,Charizard,Tapu Lele,Serperior,Drifblim,Gengar,Tapu Lele
692070508,0,Metagross,Zapdos,Landorus,Tapu Fini,Amoonguss,Incineroar,Metagross,Landorus,Tapu Fini,Amoonguss
692070508,1,Salamence,Persian,Tapu Koko,Snorlax,Amoonguss,Entei,Salamence,Persian,Tapu Koko,Amoonguss
692285087,1,Salamence,Scrafty,Togekiss,Ferrothorn,Tyranitar,Entei,Salamence,Scrafty,Togekiss,Tyranitar
692285087,0,Tyranitar,Tapu Fini,Kartana,Landorus,Cresselia,Rotom,Tyranitar,Tapu Fini,Landorus,Rotom
691675284,1,Snorlax,Gothitelle,Tapu Fini,Landorus,Kangaskhan,Marowak,Snorlax,Tapu Fini,Kangaskhan,Marowak
691675284,0,Carbink,Smeargle,Chansey,Mr. Mime,Reuniclus,Shuckle,Carbink,Smeargle,Chansey,Mr. Mime
691553975,0,Scizor,Tapu Fini,Landorus,Zapdos,Tyranitar,Naganadel,Scizor,Tapu Fini,Landorus,Zapdos
691553975,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Landorus,Aegislash,Tapu Fini,Kartana
691890101,1,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Tyranitar,Kartana,unknown
691890101,0,Tapu Fini,Abomasnow,Landorus,Zapdos,Metagross,Marowak,Tapu Fini,Abomasnow,Landorus,Zapdos
691371894,1,Latias,Kartana,Landorus,Tapu Fini,Incineroar,Aegislash,Latias,Kartana,Landorus,Aegislash
691371894,0,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Aegislash,Tapu Fini,Kartana
692317370,0,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Politoed,Ludicolo,Tapu Koko,Incineroar
692317370,1,Zapdos,Amoonguss,Metagross,Tapu Fini,Entei,Landorus,Zapdos,Amoonguss,Tapu Fini,Landorus
691369359,0,Landorus,Charizard,Gothitelle,Scrafty,Tapu Koko,Stakataka,Charizard,Gothitelle,Scrafty,Stakataka
691369359,1,Tapu Bulu,Tapu Lele,Oranguru,Smeargle,Camerupt,Staraptor,Tapu Bulu,Tapu Lele,Smeargle,Camerupt
692218861,1,Metagross,Tapu Lele,Togekiss,Landorus,Greninja,Thundurus,Metagross,Greninja,Thundurus,unknown
692218861,0,Kangaskhan,Landorus,Zapdos,Aegislash,Tapu Fini,Heatran,Kangaskhan,Zapdos,Aegislash,Tapu Fini
691553915,1,Scizor,Tapu Fini,Landorus,Zapdos,Tyranitar,Naganadel,Scizor,Tapu Fini,Landorus,Zapdos
691553915,0,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Landorus,Aegislash,Tapu Fini,Kartana
692175256,0,Amoonguss,Tapu Fini,Landorus,Tyranitar,Zapdos,Metagross,Amoonguss,Tapu Fini,Zapdos,unknown
692175256,1,Tapu Koko,Metagross,Landorus,Araquanid,Incineroar,Porygon2,Tapu Koko,Metagross,unknown,unknown
692284983,1,Salamence,Scrafty,Togekiss,Ferrothorn,Tyranitar,Entei,Salamence,Scrafty,Togekiss,Tyranitar
692284983,0,Tyranitar,Tapu Fini,Kartana,Landorus,Cresselia,Rotom,Tyranitar,Tapu Fini,Landorus,Rotom
691782859,1,Cresselia,Landorus,Heatran,Charizard,Amoonguss,Tapu Fini,Cresselia,Landorus,Charizard,Amoonguss
691782859,0,Kangaskhan,Landorus,Tapu Fini,Heatran,Tapu Koko,Kartana,Kangaskhan,Landorus,Heatran,Tapu Koko
692385690,1,Kangaskhan,Tapu Koko,Tapu Fini,Heatran,Cresselia,Landorus,Kangaskhan,Tapu Koko,Tapu Fini,Heatran
692385690,0,Persian,Lycanroc,Tapu Koko,Ninetales,Amoonguss,Tapu Lele,Persian,Lycanroc,Ninetales,Tapu Lele
691664837,0,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Mawile,Politoed,Gothitelle,Tapu Koko
691664837,1,Tapu Fini,Kangaskhan,Landorus,Tyranitar,Cresselia,Zapdos,Tapu Fini,Landorus,Tyranitar,Zapdos
691454483,0,Tapu Fini,Porygon2,Marowak,Tapu Koko,Salamence,Celesteela,Tapu Fini,Porygon2,Tapu Koko,Celesteela
691454483,1,Carbink,Chansey,Alakazam,Smeargle,Shuckle,Gengar,Chansey,Alakazam,Shuckle,Gengar
692219490,1,Metagross,Tapu Lele,Togekiss,Landorus,Greninja,Thundurus,Metagross,Landorus,Greninja,Thundurus
692219490,0,Kangaskhan,Landorus,Zapdos,Aegislash,Tapu Fini,Heatran,Kangaskhan,Zapdos,Tapu Fini,Heatran
691369532,0,Landorus,Charizard,Gothitelle,Scrafty,Tapu Koko,Stakataka,Charizard,Gothitelle,Tapu Koko,Stakataka
691369532,1,Tapu Bulu,Tapu Lele,Oranguru,Smeargle,Camerupt,Staraptor,Tapu Lele,Smeargle,Camerupt,Staraptor
692175403,0,Amoonguss,Tapu Fini,Landorus,Tyranitar,Zapdos,Metagross,Amoonguss,Tapu Fini,Zapdos,Metagross
692175403,1,Tapu Koko,Metagross,Landorus,Araquanid,Incineroar,Porygon2,Tapu Koko,Metagross,Araquanid,Porygon2
691296459,0,Kangaskhan,Volcarona,Aegislash,Cresselia,Tapu Fini,Landorus,Kangaskhan,Volcarona,Tapu Fini,Landorus
691296459,1,Sceptile,Tapu Koko,Heatran,Landorus,Snorlax,Mamoswine,Sceptile,Tapu Koko,Landorus,Mamoswine
690397012,0,Metagross,Landorus,Tapu Lele,Tyranitar,Amoonguss,Zapdos,Metagross,Landorus,Tyranitar,Amoonguss
690397012,1,Gothitelle,Manectric,Snorlax,Tapu Fini,Heatran,Salamence,Gothitelle,Tapu Fini,Heatran,Salamence
692385612,1,Amoonguss,Landorus,Metagross,Tyranitar,Tapu Lele,Zapdos,Amoonguss,Metagross,Tapu Lele,Zapdos
692385612,0,Cresselia,Charizard,Tapu Koko,Suicune,Kartana,Landorus,Cresselia,Charizard,Tapu Koko,Suicune
692199762,1,Tapu Lele,Tyranitar,Zapdos,Metagross,Amoonguss,Landorus,Tyranitar,Zapdos,Amoonguss,Landorus
692199762,0,Gardevoir,Tapu Fini,Landorus,Zapdos,Incineroar,Aegislash,Gardevoir,Tapu Fini,Landorus,Incineroar
691783080,1,Cresselia,Landorus,Heatran,Charizard,Amoonguss,Tapu Fini,Cresselia,Landorus,Charizard,Amoonguss
691783080,0,Kangaskhan,Landorus,Tapu Fini,Heatran,Tapu Koko,Kartana,Kangaskhan,Landorus,Heatran,Tapu Koko
692218306,0,Metagross,Tapu Lele,Togekiss,Landorus,Greninja,Thundurus,Metagross,Tapu Lele,Landorus,Greninja
692218306,1,Kangaskhan,Landorus,Zapdos,Aegislash,Tapu Fini,Heatran,Kangaskhan,Zapdos,Tapu Fini,Heatran
691297707,0,Muk,Porygon2,Pelipper,Ludicolo,Tapu Koko,Salamence,Muk,Pelipper,Ludicolo,Tapu Koko
691297707,1,Manectric,Gothitelle,Snorlax,Tapu Fini,Persian,Arcanine,Manectric,Gothitelle,Snorlax,unknown
691454616,1,Tapu Fini,Porygon2,Marowak,Tapu Koko,Salamence,Celesteela,Porygon2,Marowak,Tapu Koko,Celesteela
691454616,0,Carbink,Chansey,Alakazam,Smeargle,Shuckle,Gengar,Chansey,Alakazam,Shuckle,Gengar
691345115,1,Charizard,Scrafty,Aegislash,Tapu Bulu,Milotic,Togekiss,Charizard,Scrafty,Aegislash,Tapu Bulu
691345115,0,Charizard,Landorus,Scrafty,Tapu Koko,Cresselia,Kartana,Landorus,Scrafty,Tapu Koko,Kartana
692353792,0,Gengar,Landorus,Heatran,Snorlax,Cresselia,Tapu Koko,Gengar,Snorlax,Cresselia,Tapu Koko
692353792,1,Kangaskhan,Naganadel,Gyarados,Heatran,Tapu Bulu,Muk,Kangaskhan,Gyarados,Muk,unknown
692418527,0,Metagross,Scrafty,Tapu Fini,Zapdos,Hippowdon,Nihilego,Metagross,Scrafty,Hippowdon,Nihilego
692418527,1,Metagross,Landorus,Amoonguss,Tapu Fini,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Zapdos
690934671,0,Tapu Koko,Landorus,Cresselia,Tapu Fini,Heatran,Kangaskhan,Landorus,Cresselia,Tapu Fini,Heatran
690934671,1,Scrafty,Magnezone,Charizard,Tapu Fini,Cresselia,Gigalith,Scrafty,Tapu Fini,Cresselia,Gigalith
692385575,1,Kangaskhan,Tapu Koko,Tapu Fini,Heatran,Cresselia,Landorus,Kangaskhan,Tapu Koko,Heatran,unknown
692385575,0,Persian,Lycanroc,Tapu Koko,Ninetales,Amoonguss,Tapu Lele,Persian,Lycanroc,Ninetales,Amoonguss
691346669,0,Gothitelle,Tapu Bulu,Heatran,Manectric,Araquanid,Persian,Tapu Bulu,Heatran,Araquanid,Persian
691346669,1,Tapu Fini,Landorus,Manectric,Cresselia,Aegislash,Snorlax,Tapu Fini,Landorus,Aegislash,Snorlax
692286090,0,Ludicolo,Gothitelle,Snorlax,Pelipper,Manectric,Scrafty,Ludicolo,Pelipper,Manectric,Scrafty
692286090,1,Kangaskhan,Aegislash,Volcarona,Landorus,Tapu Fini,Zapdos,Kangaskhan,Aegislash,Tapu Fini,Zapdos
691859596,0,Gothitelle,Mawile,Tapu Koko,Incineroar,Gyarados,Tapu Bulu,Gothitelle,Mawile,Tapu Koko,Incineroar
691859596,1,Gengar,Mimikyu,Heatran,Tapu Bulu,Scrafty,Snorlax,Gengar,Heatran,Tapu Bulu,Scrafty
692199448,1,Tapu Lele,Tyranitar,Zapdos,Metagross,Amoonguss,Landorus,Tapu Lele,Tyranitar,Zapdos,Landorus
692199448,0,Gardevoir,Tapu Fini,Landorus,Zapdos,Incineroar,Aegislash,Gardevoir,Tapu Fini,Landorus,Aegislash
691859942,0,Gothitelle,Mawile,Tapu Koko,Incineroar,Gyarados,Tapu Bulu,Gothitelle,Mawile,Tapu Koko,Incineroar
691859942,1,Gengar,Mimikyu,Heatran,Tapu Bulu,Scrafty,Snorlax,Gengar,Heatran,Scrafty,Snorlax
691889874,0,Latias,Landorus,Aegislash,Tapu Fini,Tyranitar,Kartana,Latias,Landorus,Aegislash,Tapu Fini
691889874,1,Tapu Fini,Abomasnow,Landorus,Zapdos,Metagross,Marowak,Tapu Fini,Abomasnow,Landorus,Zapdos
690938485,0,Tapu Koko,Landorus,Cresselia,Tapu Fini,Heatran,Kangaskhan,Cresselia,Tapu Fini,Heatran,Kangaskhan
690938485,1,Scrafty,Magnezone,Charizard,Tapu Fini,Cresselia,Gigalith,Scrafty,Magnezone,Cresselia,Gigalith
692317201,0,Mawile,Politoed,Ludicolo,Gothitelle,Tapu Koko,Incineroar,Politoed,Ludicolo,Tapu Koko,Incineroar
692317201,1,Zapdos,Amoonguss,Metagross,Tapu Fini,Entei,Landorus,Zapdos,Tapu Fini,Landorus,unknown
691346751,1,Gothitelle,Tapu Bulu,Heatran,Manectric,Araquanid,Persian,Gothitelle,Tapu Bulu,Manectric,Araquanid
691346751,0,Tapu Fini,Landorus,Manectric,Cresselia,Aegislash,Snorlax,Tapu Fini,Landorus,Manectric,Snorlax
692418989,0,Metagross,Scrafty,Tapu Fini,Zapdos,Hippowdon,Nihilego,Metagross,Scrafty,Zapdos,Hippowdon
692418989,1,Metagross,Landorus,Amoonguss,Tapu Fini,Zapdos,Tyranitar,Metagross,Landorus,Tapu Fini,Zapdos
691454740,1,Tapu Fini,Porygon2,Marowak,Tapu Koko,Salamence,Celesteela,Porygon2,Marowak,Tapu Koko,unknown
691454740,0,Carbink,Chansey,Alakazam,Smeargle,Shuckle,Gengar,Chansey,Alakazam,Shuckle,Gengar
692131313,1,Cresselia,Metagross,Tyranitar,Tapu Fini,Heatran,Tapu Bulu,Cresselia,Metagross,Tapu Fini,Heatran
692131313,0,Celesteela,Zapdos,Tapu Fini,Tyranitar,Amoonguss,Landorus,Celesteela,Tyranitar,Amoonguss,Landorus
691297796,0,Muk,Porygon2,Pelipper,Ludicolo,Tapu Koko,Salamence,Muk,Pelipper,Ludicolo,Tapu Koko
691297796,1,Manectric,Gothitelle,Snorlax,Tapu Fini,Persian,Arcanine,Manectric,Gothitelle,Snorlax,Tapu Fini
692205002,0,Tapu Fini,Metagross,Landorus,Persian,Amoonguss,Zapdos,Tapu Fini,Metagross,Landorus,Zapdos
692205002,1,Kangaskhan,Volcarona,Drampa,Tapu Fini,Snorlax,Kartana,Kangaskhan,Volcarona,Tapu Fini,Kartana
692204578,1,Tapu Fini,Metagross,Landorus,Persian,Amoonguss,Zapdos,Metagross,Landorus,Persian,Zapdos
692204578,0,Kangaskhan,Volcarona,Drampa,Tapu Fini,Snorlax,Kartana,Kangaskhan,Volcarona,Tapu Fini,Snorlax
691321219,0,Latias,Amoonguss,Mamoswine,Tapu Koko,Staraptor,Empoleon,Latias,Mamoswine,Staraptor,Empoleon
691321219,1,Metagross,Tapu Lele,Lilligant,Torkoal,Mimikyu,Snorlax,Tapu Lele,Torkoal,Mimikyu,Snorlax
